bookchapter,out_degree,betweenness,eigen
"fain3, chapter-8",0.0,5.159156970479536e-46,5.159156970479536e-46
"ramamurthy, chapter-1",5.091126065445408e-07,3.4050436005164946e-44,3.4050436005164946e-44
"thomas, chapter-1",0.0,1.1071550858649084e-42,1.1071550858649084e-42
"mcnamara, chapter-4",0.0010951012166773072,7.421038983061692e-11,7.421038983061692e-11
"mcnamara, chapter-1",0.0015405747474037806,5.1056640257968935e-11,5.1056640257968935e-11
"mcnamara, chapter-2",0.002719170431554393,8.256859417671816e-11,8.256859417671816e-11
"hillard, chapter-9",0.0,3.365361593998789e-11,3.365361593998789e-11
"vos, chapter-2",0.011976874068960324,3.5301797859518134e-11,3.5301797859518134e-11
"mcnamara, chapter-3",9.724050785000728e-05,5.680736551263589e-11,5.680736551263589e-11
"mcnamara, chapter-5",5.600238671989948e-06,5.1056640257968935e-11,5.1056640257968935e-11
"mcnamara, chapter-6",0.0,3.5129599687473976e-11,3.5129599687473976e-11
"wong, chapter-4",0.0,5.159156970479536e-46,5.159156970479536e-46
"wong, chapter-2",0.0,3.806785930821228e-26,3.806785930821228e-26
"infante, chapter-6",0.0,1.903392965410614e-26,1.903392965410614e-26
"infante, chapter-7",0.0,6.376366434125559e-25,6.376366434125559e-25
"wittig4, chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"wittig4, chapter-9",0.0,6.376366434125559e-25,6.376366434125559e-25
"lane, chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"lane, chapter-11",5.091126065445408e-07,6.376366434125559e-25,6.376366434125559e-25
"lane, chapter-12",0.0,1.0535280063547752e-23,1.0535280063547752e-23
"robinson4, welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"robinson4, chapter-6",1.0182252130890815e-06,3.806785930821228e-26,3.806785930821228e-26
"robinson4, chapter-4",1.0182252130890815e-06,1.2372054275168986e-24,1.2372054275168986e-24
"robinson4, chapter-8",0.0,1.9833354699578602e-23,1.9833354699578602e-23
"borgatti, chapter-8",0.0,5.159156970479536e-46,5.159156970479536e-46
"borgatti, welcome",0.0011775774589375227,1.4960051529769776e-13,1.4960051529769776e-13
"lauret, chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"lauret, chapter-11",5.091126065445408e-07,6.376366434125559e-25,6.376366434125559e-25
"fain2, about-this-book",0.0,6.1860271375844965e-25,6.1860271375844965e-25
"infante, chapter-2",0.0,5.159156970479536e-46,5.159156970479536e-46
"infante, chapter-3",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"rfeldman, chapter-3",0.0,5.159156970479536e-46,5.159156970479536e-46
"rfeldman, chapter-2",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"kopec2, chapter-1",9.164026917801734e-06,3.4050436005164946e-44,3.4050436005164946e-44
"morales, welcome",1.6291603409425305e-05,1.1071550858649084e-42,1.1071550858649084e-42
"zai, welcome",2.2910067294504336e-05,2.3642352732919515e-41,2.3642352732919515e-41
"hillard, welcome",3.5637882458117855e-05,3.729714507825742e-40,3.729714507825742e-40
"kopec2, chapter-2",3.6656107671206934e-05,4.6354168959701515e-39,4.6354168959701515e-39
"godsey, about-this-book",3.920167070392964e-05,4.727093773954761e-38,4.727093773954761e-38
"godsey, chapter-2",4.072900852356326e-05,4.06773336146035e-37,4.06773336146035e-37
"godsey, chapter-5",4.12381211301078e-05,1.9033929654060212e-25,1.9033929654060212e-25
"godsey, part-2",4.072900852356326e-05,1.9033929653758744e-25,1.9033929653758744e-25
"godsey, chapter-6",3.920167070392964e-05,1.9033929651804225e-25,1.9033929651804225e-25
"godsey, chapter-8",3.920167070392964e-05,2.349385603384239e-18,2.349385603384239e-18
"umali, chapter-5",0.0,1.4520000828679977e-18,1.4520000828679977e-18
"godsey, chapter-9",2.8510305966494284e-05,3.8013806041930195e-18,3.8013806041930195e-18
"godsey, chapter-11",2.2910067294504336e-05,6.1506933837624e-18,6.1506933837624e-18
"perrin, foreword",1.6291603409425305e-05,3.80131286243738e-18,3.80131286243738e-18
"wittig, about-this-book",8.654914311257194e-06,2.3493176712893036e-18,2.3493176712893036e-18
"iannone, welcome",0.0,1.4519370424929845e-18,1.4519370424929845e-18
"shukla, about-the-cover",0.0,5.159156970479536e-46,5.159156970479536e-46
"harrison, chapter-4",1.0182252130890815e-06,3.4050436005164946e-44,3.4050436005164946e-44
"shukla, chapter-6",1.0182252130890815e-06,1.1071550858649084e-42,1.1071550858649084e-42
"shukla, chapter-1",0.0,7.613571861642456e-26,7.613571861642456e-26
"apeltsin, chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"grummitt, chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"veen, about-this-book",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"hahn, about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"nickoloff, chapter-1",6.61846388507903e-06,1.2301543721308735e-18,1.2301543721308735e-18
"nickoloff2, welcome",0.0,7.602772133861663e-19,7.602772133861663e-19
"cantelon2, chapter-3",7.63668909816811e-06,7.602772133861663e-19,7.602772133861663e-19
"cantelon2, chapter-4",8.145801704712652e-06,1.2301543530969443e-18,1.2301543530969443e-18
"derosa, chapter-3",7.63668909816811e-06,7.6027719435223685e-19,7.6027719435223685e-19
"maras, chapter-14",6.10935127853449e-06,4.698771397107778e-19,4.698771397107778e-19
"nickoloff2, chapter-1",3.5637882458117855e-06,7.602766518852418e-19,7.602766518852418e-19
"hocking2, chapter-7",0.0,4.698766162777124e-19,4.698766162777124e-19
"hillard, chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"orland, chapter-8",0.0,4.6354168959701515e-39,4.6354168959701515e-39
"lyon, chapter-1",0.0062605577226782175,4.458135764403248e-14,4.458135764403248e-14
"juric2, about-the-cover-illustration",9.774962045655183e-05,1.9251489022001403e-14,1.9251489022001403e-14
"juric2, chapter-2",6.61846388507903e-05,1.470264385126776e-14,1.470264385126776e-14
"juric2, chapter-6",3.360143203193969e-05,1.1295571152118305e-14,1.1295571152118305e-14
"juric2, chapter-5",0.0,8.745058809970494e-15,8.745058809970494e-15
"buonanno, chapter-5",0.0,1.903392965410614e-26,1.903392965410614e-26
"buonanno, chapter-6",1.5273378196336224e-06,6.376366434125559e-25,6.376366434125559e-25
"buonanno, chapter-7",2.036450426178163e-06,1.0535280063547752e-23,1.0535280063547752e-23
"buonanno, chapter-8",1.5273378196336224e-06,1.1446053597496731e-22,1.1446053597496731e-22
"buonanno, chapter-9",0.0,9.198812692884685e-22,9.198812692884685e-22
"payette3, chapter-4",5.091126065445408e-07,8.901480659557575e-19,8.901480659557575e-19
"payette3, chapter-3",0.0,5.501417597806412e-19,5.501417597806412e-19
"payette3, chapter-5",0.0,1.440289806702469e-18,1.440289806702469e-18
"falk, chapter-7",0.0,5.159156970479536e-46,5.159156970479536e-46
"zumel3, welcome",5.091126065445408e-07,3.4050436005164946e-44,3.4050436005164946e-44
"zumel3, b-important-statistical-concepts",0.0,5.710178896231837e-26,5.710178896231837e-26
"chollet, chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"apeltsin, welcome",0.001557884576026295,1.1406896061730246e-42,1.1406896061730246e-42
"falk, chapter-1",1.0182252130890815e-05,2.471545738277926e-41,2.471545738277926e-41
"falk, chapter-2",1.0182252130890815e-05,1.142035779246368e-25,1.142035779246368e-25
"falk, chapter-3",1.0182252130890815e-05,1.779672422658924e-24,1.779672422658924e-24
"falk, chapter-4",0.0,1.7225706336966057e-24,1.7225706336966057e-24
"falk, chapter-6",4.072900852356326e-06,1.7225706336966057e-24,1.7225706336966057e-24
"heitz, chapter-1",0.0,1.6654688447342877e-24,1.6654688447342877e-24
"sbarski, chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"negro, chapter-5",0.0,1.903392965410614e-26,1.903392965410614e-26
"raychaudhuri, chapter-7",0.0,5.159156970479536e-46,5.159156970479536e-46
"roestenburg, chapter-1",1.5273378196336224e-06,3.806785930821228e-26,3.806785930821228e-26
"suereth, about-this-book",2.036450426178163e-06,3.806785930821228e-26,3.806785930821228e-26
"suereth, chapter-2",1.5273378196336224e-06,2.1203024000187725e-18,2.1203024000187725e-18
"psaltis, about-this-book",0.0,1.3104189350989486e-18,1.3104189350989486e-18
"urma2, about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"urma, about-this-book",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"seemann2, chapter-2",0.0,5.159156970479536e-46,5.159156970479536e-46
"wexler, chapter-0",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"seemann2, chapter-3",0.0,5.159156970479536e-46,5.159156970479536e-46
"seemann, about-this-book",5.091126065445408e-07,3.4050436005164946e-44,3.4050436005164946e-44
"seemann2, chapter-5",0.0,1.1071550858649084e-42,1.1071550858649084e-42
"kuate, chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"kuate, chapter-6",0.0,6.376366434125559e-25,6.376366434125559e-25
"gustedt, chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"birchall, chapter-7",0.0,5.710178896231837e-26,5.710178896231837e-26
"palmer, chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"negro, chapter-6",0.0,5.501417597806415e-19,5.501417597806415e-19
"negro, chapter-7",0.0,8.901480659557578e-19,8.901480659557578e-19
"lock, chapter-14",0.0,1.903392965410614e-26,1.903392965410614e-26
"larocca, welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"krunic, welcome",0.0005198039712819762,3.4050436005164946e-44,3.4050436005164946e-44
"jain, chapter-1",0.0020629242817184795,2.471545738277926e-41,2.471545738277926e-41
"vermeulen, welcome",3.156498160576153e-05,1.9251489022001403e-14,1.9251489022001403e-14
"lyon, welcome",0.0005147128452165307,8.325282404162424e-15,8.325282404162424e-15
"ryan, chapter-2",9.164026917801734e-05,1.9251489022001403e-14,1.9251489022001403e-14
"davisr, welcome",6.007528757225581e-05,8.325282404162424e-15,8.325282404162424e-15
"wolohan, chapter-3",2.74920807534052e-05,3.605861655960107e-15,3.605861655960107e-15
